no,predator,predator_verbatim,predator_rank,predator_taxon,predator_age,predator_sex,predator_count,predator_mass,predator_svl,predator_tl,predator_voucher,prey,prey_verbatim,prey_rank,prey_taxon,prey_age,prey_sex,prey_count,prey_mass,prey_tl,prey_ingested,prey_voucher,locality_adm0_name,locality_adm1_name,locality_adm2_name,locality_misc,locality_longitude,locality_latitude,event_basis,event_setting,event_date,event_start,event_end,event_outcome,event_habitat,event_habitat_verbatim,event_remark,reference,prey_traditional,prey_phylo1,prey_phylo2,prey_functional1,prey_functional2,prey_type,radiation
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,630,NA,AMNH 43354 ,Mullidae,Ballet like fish,family,Mullidae;Syngnathiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Syngnathiformes,Mullidae,slippery,marine,3,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Muraenidae,Muraenidae,family,Muraenidae;Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Anguilliformes,Muraenidae,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Nettastomatidae,Nettastomatidae,family,Nettastomatidae;Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations. Pacific Conservation Biology 7(1),  55-73.",fish,Anguilliformes,Nettastomatidae,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_duboisii,Aipysurus duboisii,species,Aipysurus_duboisii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,Parapercis_nebulosis,Parapercis nebulosis,species,Parapercis_nebulosis;Parapercis;Pinguipedidae;Labriformes;Actinopterygii;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Dietary and Morphometric Analysis of Three Sea Snake Species Caught as a Single Trawl By-catch Assemblage around the Swain's Reefs, Southern Great Barrier Reef, Queensland. Proceedings of the Royal Society of Queensland 111: 63-73.",fish,Labriformes,Pinguipedidae,slippery,marine,4,sea_snakes
NA,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Actinopterygii,Bony fish (teleost),class,Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations. Pacific Conservation Biology 7(1),  55-73.",fish,Actinopterygii,Actinopterygii,slippery,aquatic,4,sea_snakes
NA,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Cephalopoda,Cuttlefish/squid,NA,Cephalopoda;Mollusca;Animalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",invertebrates,Cephalopoda,Cephalopoda,soft-bodied,marine,3,sea_snakes
NA,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,445,NA,AMNH 14169,fish_eggs,Fish eggs,class,Actinopterygii;Chordata;Animalia,egg,NA,1,NA,NA,NA,NA,Thailand,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Actinopterygii,Actinopterygii,fish-eggs,marine,1,sea_snakes
NA,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,485,NA,FMNH U572,fish_eggs,Fish eggs,class,Actinopterygii;Chordata;Animalia,egg,NA,1,NA,NA,NA,NA,Thailand,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Actinopterygii,Actinopterygii,fish-eggs,marine,1,sea_snakes
10384,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,26,NA,NA,NA,ef0fd950adb12bdcd79e4ce829e2c543,fish_eggs,Fish eggs,class,Actinopterygii;Chordata;Animalia,egg,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Marine Snake Diets: Prey Composition, Diversity and Overlap. 1982. Copeia 1982(3): 661-666",fish,Actinopterygii,Actinopterygii,fish-eggs,marine,1,sea_snakes
NA,Aipysurus_eydouxii,Aipysurus eydouxii,species,Aipysurus_eydouxii;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,570,NA,JRH 6470,Mullidae,Ballet like fish,family,Mullidae;Syngnathiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Thailand,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Syngnathiformes,Mullidae,slippery,marine,3,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,480,NA,MCZ 23495,Anguilliformes,Anguilliformes,order,Anguilliformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Anguilliformes,Anguilliformes,elongate-slippery,marine,2,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,400,NA,MCZ 23482,Eleotridae,Eleotridae,family,Eleotridae;Gobiiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Gobiiformes,Eleotridae,slippery,aquatic,4,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,510,NA,USNM 71050,Eleotridae,Eleotridae,family,Eleotridae;Gobiiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Gobiiformes,Eleotridae,slippery,aquatic,4,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Halichoeres,Halichoeres sp.,genus,Halichoeres;Labridae;Labriformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding behavior of Indo-Australian hydrophiidae. In The biology of sea snakes (ed. Dunson W.), pp. 217-232, University Park Press.",fish,Labriformes,Labridae,slippery,marine,3,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,Halichoeres_trimaculatus,Halichoeres trimaculatus,species,Halichoeres_trimaculatus;Halichoeres;Labridae;Labriformes;Actinopterygii;Chordata;Animalia,NA,NA,3,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Monograph of the sea-snakes (Hydrophiidae), London: Order of the Trustees of the British Museum.",fish,Labriformes,Labridae,slippery,marine,3,sea_snakes
NA,Aipysurus_foliosquama,Aipysurus foliosquama,species,Aipysurus_foliosquama;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,355,NA,"BMNH 1926,5.28.24",Trypterygion,Trypterygion,genus,Trypterygion;Clinidae;Blenniiformes;Actinopterygii;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Blenniiformes,Clinidae,elongate-slippery,marine,3,sea_snakes
NA,Aipysurus_fuscus,Aipysurus fuscus,species,Aipysurus_fuscus;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Cymolutes_praetextatus,Cymolutes praetextatus,species,Cymolutes_praetextatus;Cymolutes;Labridae;Labriformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding behavior of Indo-Australian hydrophiidae. In The biology of sea snakes (ed. Dunson W.), pp. 217-232, University Park Press.",fish,Labriformes,Labridae,slippery,marine,3,sea_snakes
NA,Aipysurus_fuscus,Aipysurus fuscus,species,Aipysurus_fuscus;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,360,NA,"BMNH 1926,11.1.20",fish_eggs,"Fish eggs, and unidentified vertebrate",order,Actinopterygii;Chordata;Animalia,egg,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Actinopterygii,Actinopterygii,fish-eggs,marine,1,sea_snakes
NA,Aipysurus_fuscus,Aipysurus fuscus,species,Aipysurus_fuscus;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,550,NA,"BMNH 1926, 11.1.21",Gobiidae,Gobiidae,family,Gobiidae;Gobiiformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Gobiiformes,Gobiidae,slippery,marine,4,sea_snakes
NA,Aipysurus_fuscus,Aipysurus fuscus,species,Aipysurus_fuscus;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,565,NA,UMMZ 64466,Gobiidae,Gobiidae,family,Gobiidae;Gobiiformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Gobiiformes,Gobiidae,slippery,marine,4,sea_snakes
NA,Aipysurus_fuscus,Aipysurus fuscus,species,Aipysurus_fuscus;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Halichoeres,Halichoeres sp.,genus,Halichoeres;Labridae;Labriformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Ashmore and Cartier Islands,NA,Ashmore Reef,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding behavior of Indo-Australian hydrophiidae. In The biology of sea snakes (ed. Dunson W.), pp. 217-232, University Park Press.",fish,Labriformes,Labridae,slippery,marine,3,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,6,NA,NA,NA,NA,Acanthuridae,Acanthuridae,family,Acanthuridae;Perciformes;Actinopterygii;Chordata;Animalia,adult,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Perciformes,Acanthuridae,slippery,aquatic,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,935,NA,AMNH 86178,Actinopterygii,Ballet like fish; Vertically or laterally oversized fish,class,Actinopterygii;Chordata;Animalia,adult,NA,2,NA,NA,NA,NA,Australia,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"The role of sea snakes (Hydrophiidae) in the trophic structure of coastal ocean communities. Journal of the Marine Biological Association of India 14(2), 429-442.",fish,Actinopterygii,Actinopterygii,slippery,aquatic,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,6,NA,NA,NA,NA,Actinopterygii,Infraclass Teleost,order,Actinopterygii;Chordata;Animalia,adult,NA,6,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Dietary and Morphometric Analysis of Three Sea Snake Species Caught as a Single Trawl By-catch Assemblage around the Swain's Reefs, Southern Great Barrier Reef, Queensland. Proceedings of the Royal Society of Queensland 111: 63-73.",fish,Actinopterygii,Actinopterygii,slippery,aquatic,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,2,NA,NA,NA,NA,Apogon_ellioti,Apogon ellioti,family,Apogon_ellioti;Apogon;Apogonidae;Gobiiformes;Actinopterygii;Chordata;Animalia,adult,NA,2,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Dietary and Morphometric Analysis of Three Sea Snake Species Caught as a Single Trawl By-catch Assemblage around the Swain's Reefs, Southern Great Barrier Reef, Queensland. Proceedings of the Royal Society of Queensland 111: 63-73.",fish,Gobiiformes,Apogonidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Apogon_poecilopterus,Apogon poecilopterus,species,Apogon_poecilopterus;Apogon;Apogonidae;Gobiiformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Dietary and Morphometric Analysis of Three Sea Snake Species Caught as a Single Trawl By-catch Assemblage around the Swain's Reefs, Southern Great Barrier Reef, Queensland. Proceedings of the Royal Society of Queensland 111: 63-73.",fish,Gobiiformes,Apogonidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,31,NA,NA,NA,NA,Apogonidae,Apogonidae,family,Apogonidae;Gobiiformes;Actinopterygii;Chordata;Animalia,adult,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Gobiiformes,Apogonidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Bivalvia,Bivalve,class,Bivalvia;Mollusca;Animalia,adult,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",invertebrates,Mollusca,Mollusca,armor-durophagy,marine,1,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Carangidae,Carangidae,family,Carangidae;Carangiformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Carangiformes,Carangidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Centrogenyidae,Centrogenyidae,family,Centrogenyidae;Labriformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Dietary and Morphometric Analysis of Three Sea Snake Species Caught as a Single Trawl By-catch Assemblage around the Swain's Reefs, Southern Great Barrier Reef, Queensland. Proceedings of the Royal Society of Queensland 111: 63-73.",fish,Labriformes,Centrogenyidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Choerodon,Choerodon sp.,family,Choerodon;Labridae;Labriformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,Australia,Queensland,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Coastal sea snakes of subtropical Queensland waters (23° to 28° south latitude). In: W.A. Dunson (ed.), The Biology of Sea Snakes, pp. 173-182. University Park Press, Baltimore, Maryland.",fish,Labriformes,Labridae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,1,NA,NA,NA,NA,Clupeidae,Clupeidae,family,Clupeidae;Clupeiformes;Actinopterygii;Chordata;Animalia,adult,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",fish,Clupeiformes,Clupeidae,slippery,marine,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,4,NA,NA,NA,NA,Decapoda,Shrimp,order,Decapoda;Malacostraca;Arthropoda;Animalia,adult,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",invertebrates,Decapoda,Decapoda,armor-durophagy,aquatic,4,sea_snakes
NA,Aipysurus_laevis,Aipysurus laevis,species,Aipysurus_laevis;Aipysurus;Elapidae;Serpentes;Squamata;Reptilia;Chordata;Animalia,NA,NA,4,NA,NA,NA,NA,Decapoda,Crabs,order,Decapoda;Malacostraca;Arthropoda;Animalia,adult,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dissected_gut_contents,natural_setting,NA,NA,NA,prey_eaten,NA,NA,NA,"Feeding Strategies in Marine Snakes - an Analysis of Evolutionary, Morphological, Behavioral and Ecological Relationships. American Zoologist 23(2), 411-425.",invertebrates,Decapoda,Decapoda,armor-durophagy,aquatic,4,sea_snakes
